google_index,domain_registration_length,page_rank,safe_anchor,nb_www,ratio_extRedirection,avg_words_raw,ratio_digits_url,nb_dots,ratio_digits_host,domain_age,domain_in_title,ratio_extHyperlinks,longest_words_raw,shortest_word_host,nb_hyperlinks,ratio_intHyperlinks,longest_word_path,length_hostname,avg_word_path,length_words_raw,phish_hints,shortest_word_path,nb_hyphens,web_traffic,char_repeat,links_in_tags,nb_slash,status
1,276,2,100.0,0,0.0,7.0,0.093023256,2,0.114285714,819,1,0.0,8,6,23,1.0,0,35,0.0,4,0,0,2,0,0,100.0,3,1
1,25,0,100.0,0,0.0,7.769230769,0.125,4,0.0,3993,1,0.0,17,3,51,1.0,17,50,7.375,13,0,2,1,5707171,4,100.0,5,1
1,102,0,0.0,0,0.0,6.6,0.0,2,0.0,-1,1,0.982758621,9,5,58,0.0172413789999999,9,12,7.0,5,2,2,1,0,1,0.0,6,1
0,638,5,54.54545455,1,0.0,4.833333333,0.075,3,0.0,6302,1,0.119047619,15,3,84,0.880952381,9,23,4.0,12,0,2,0,17158,4,93.75,6,0
1,1049,8,0.0,0,0.0,7.5,0.0,2,0.0,5159,1,0.0,9,6,4,1.0,0,20,0.0,2,0,0,0,0,0,100.0,3,1
1,232,5,56.92307692,0,0.363636364,4.666666667,0.0,5,0.0,5612,1,0.5301204820000001,10,1,83,0.469879518,4,27,4.0,6,0,4,0,6538559,2,0.0,3,1
0,0,1,0.0,0,0.0,16.0,0.0,1,0.0,5238,1,0.224137931,16,16,58,0.7758620690000001,0,19,0.0,1,0,0,0,0,1,66.66666667,2,0
0,133,3,0.0,1,0.625,8.5,0.0,2,0.0,4980,1,0.059259259,14,3,135,0.940740741,0,22,0.0,2,0,0,0,3030688,3,55.55555556,3,0
1,374,5,0.0,0,0.0,11.0,0.314285714,2,0.4074074070000001,7296,1,1.0,14,8,5,0.0,0,27,0.0,2,0,0,0,0,11,0.0,3,1
0,372,5,86.95652174,0,0.275,11.0,0.0,2,0.0,7297,1,0.325203252,14,8,123,0.674796748,0,27,0.0,2,0,0,0,0,1,0.0,3,0
0,124,6,0.0,0,0.0,8.0,0.034482759,2,0.05,1337,0,0.0,11,5,8,1.0,0,20,0.0,2,0,0,0,20989,0,100.0,3,1
0,0,6,0.0,0,0.0,6.5,0.19047619,2,0.0,12848,1,0.0,8,3,10,1.0,8,15,8.0,4,0,8,0,591,0,100.0,5,0
0,904,7,66.42599278,0,0.35483871,4.75,0.0,2,0.0,7131,0,0.05372617,9,2,1731,0.94627383,4,16,4.0,4,0,4,0,12,0,100.0,4,0
1,363,0,0.0,0,0.0,19.0,0.0,2,0.0,1,1,0.0,19,19,0,0.0,0,25,0.0,1,0,0,0,0,1,0.0,3,1
1,729,5,71.42857143,1,0.125,4.3,0.095238095,3,0.0,9132,0,0.03902439,12,3,205,0.96097561,12,14,4.25,10,0,2,3,333087,3,93.75,5,0
1,77,5,0.0,1,0.0,5.8,0.017857143,3,0.0,1516,1,0.0,11,3,0,0.0,11,13,6.076923077000001,15,0,2,6,151292,3,0.0,7,0
1,87,0,100.0,0,0.0,5.5,0.085714286,2,0.0,1374,1,0.066666667,7,7,15,0.933333333,7,10,5.0,4,1,3,0,0,0,66.66666667,4,1
1,56,0,92.30769231,0,0.0,3.75,0.0,1,0.0,1771,1,0.25,5,4,12,0.75,5,13,3.0,4,0,1,1,0,0,100.0,5,1
1,362,0,11.11111111,0,0.333333333,12.5,0.0,1,0.0,-1,1,0.28125,20,20,32,0.71875,5,24,5.0,2,0,5,0,0,0,100.0,4,1
1,228,5,25.0,0,0.176470588,5.0,0.212765957,4,0.322580645,5616,1,0.80952381,14,1,21,0.19047619,4,31,3.0,6,0,2,1,0,8,0.0,3,1
0,-1,2,50.0,1,0.25,6.0,0.0,2,0.0,-1,0,0.025806452,9,3,155,0.974193548,0,16,0.0,2,0,0,0,0,3,100.0,3,0
0,270,3,0.0,1,0.666666667,4.75,0.0,2,0.0,4478,1,0.292682927,6,3,41,0.707317073,0,26,0.0,4,0,0,2,3106402,4,100.0,3,0
1,341,0,2.43902439,0,0.119047619,6.4,0.0,1,0.0,389,1,0.965517241,15,15,87,0.034482759,11,19,5.785714286,15,0,2,5,5160220,2,0.0,11,1
0,348,4,0.0,0,0.0,4.0,0.0,2,0.0,-1,0,0.0,4,4,13,1.0,0,10,0.0,1,0,0,0,1450090,0,100.0,3,0
1,84,0,0.0,0,0.0,6.2,0.0,1,0.0,3934,1,0.0,16,2,0,0.0,5,23,4.333333333,5,0,3,1,0,0,0.0,4,1
1,2971,10,0.0,0,0.0,8.333333332999999,0.0,2,0.0,8350,0,1.0,15,4,1,0.0,15,15,15.0,3,0,15,0,1,1,0.0,3,0
1,565,4,77.77777778,1,0.5,9.0,0.0,2,0.0,4183,0,0.16,15,3,50,0.84,0,23,0.0,2,0,0,0,198456,3,87.5,3,0
1,352,0,0.0,0,0.0,10.47368421,0.212121212,3,0.0,2204,1,0.5,40,6,28,0.5,40,10,10.72222222,19,0,3,3,5039553,8,50.0,10,1
1,124,6,0.0,0,0.0,8.0,0.068965517,2,0.1,1337,0,0.0,11,5,8,1.0,0,20,0.0,2,0,0,0,20989,0,100.0,3,1
1,315,0,0.0,0,0.0,3.857142857,0.0,1,0.0,-1,1,0.0,6,3,0,0.0,6,12,4.0,7,2,2,2,0,1,0.0,6,1
1,291,0,0.0,0,0.0,6.307692307999999,0.047619048,2,0.0,73,1,0.0,12,10,0,0.0,12,14,6.0,13,3,2,1,5631354,0,0.0,6,1
0,1009,4,0.0,0,0.0,5.0,0.046875,2,0.0,3008,1,0.0,10,5,0,0.0,10,17,4.714285714,9,0,1,0,1142313,3,0.0,4,0
1,122,0,88.0,0,0.0,8.555555556,0.197916667,2,0.0,243,1,0.048387097,32,10,124,0.951612903,32,14,8.375,9,3,2,1,0,1,97.5,8,1
1,0,2,100.0,0,0.0,4.5,0.0,2,0.0,-1,1,0.0,5,5,4,1.0,4,12,4.0,2,0,4,0,0,0,0.0,3,1
1,15,0,100.0,0,0.0,8.666666667000001,0.115942029,4,0.0,4003,1,0.0,15,3,4,1.0,15,42,8.5,6,0,2,0,5816617,2,100.0,4,1
0,307,5,1.470588235,1,0.0,6.25,0.0,2,0.0,9189,0,0.225490196,9,3,306,0.774509804,7,17,6.5,4,0,6,0,316,3,90.47619048,4,0
0,339,5,20.0,1,0.027027027,6.857142857,0.0,2,0.0,7330,1,0.513888889,10,3,72,0.486111111,10,17,7.2,7,1,4,3,2775,4,72.72727273,4,0
1,123,6,0.0,0,0.0,6.5,0.025641026,3,0.0,1337,0,0.0,11,5,8,1.0,6,20,5.0,4,0,4,0,20989,0,100.0,3,1
0,50,6,0.0,0,0.0,6.666666667,0.0,2,0.0,7620,1,0.25,9,3,36,0.75,0,26,0.0,3,0,0,1,56198,1,72.0,2,1
0,37,5,46.15384615,1,0.0,7.076923077000001,0.0,2,0.0,2884,0,0.1692307689999999,11,3,65,0.8307692309999999,11,19,7.090909091,13,0,1,6,7664,4,0.0,8,0
1,0,5,66.10169492,1,0.15,5.833333333,0.0,3,0.0,-1,0,0.099009901,8,3,202,0.900990099,8,19,6.0,6,0,4,1,16455,4,100.0,5,0
1,25,0,100.0,0,0.0,7.769230769,0.21875,4,0.0,3992,1,0.0,17,3,51,1.0,17,50,7.375,13,0,2,1,5697976,2,100.0,5,1
0,204,10,0.0,1,0.0,3.571428571,0.0,2,0.0,5640,0,0.442307692,7,3,52,0.557692308,5,15,3.0,7,0,1,2,2,3,65.21739129999999,3,0
1,381,4,0.0,0,0.0,10.0,0.0625,2,0.0,8019,1,0.884615385,46,2,26,0.115384615,46,35,10.16666667,9,0,1,1,0,2,7.692307692000001,6,1
1,291,0,0.0,1,0.0,11.83333333,0.395348837,4,0.0,-1,1,0.0,50,3,0,0.0,50,19,19.0,6,0,3,0,0,5,0.0,4,1
1,107,2,0.0,0,2.0,4.8,0.0,2,0.0,258,1,0.333333333,7,2,3,0.666666667,7,13,5.333333333,5,0,4,0,0,1,0.0,4,0
1,335,0,66.66666667,0,0.75,12.75,0.059701493,1,0.0,3832,0,0.181818182,22,18,22,0.818181818,22,21,11.0,4,1,5,0,0,1,0.0,6,1
1,291,2,100.0,0,0.0,10.0,0.0,1,0.0,804,1,0.695652174,10,10,23,0.304347826,0,14,0.0,1,0,0,0,2352138,1,11.11111111,3,1
1,111,0,0.0,1,0.0,6.6,0.0,3,0.0,620,1,0.0,11,3,0,0.0,11,19,6.333333333,5,0,3,0,0,4,0.0,4,1
1,1767,4,0.0,0,0.75,4.25,0.125,3,0.166666667,8094,1,0.571428571,8,3,21,0.428571429,0,24,0.0,4,0,0,1,3612,0,0.0,3,1
1,257,2,60.0,0,0.0,8.181818182,0.181818182,2,0.0,2300,1,0.454545455,32,8,22,0.545454545,32,22,8.0,11,2,2,2,0,3,40.0,9,1
0,297,6,17.85714286,1,0.423076923,6.5,0.0,2,0.0,9201,0,0.201550388,10,3,129,0.798449612,7,18,6.5,4,0,6,0,684,3,90.47619048,4,0
0,509,5,74.74048443,0,0.219178082,5.5,0.0,2,0.0,6431,0,0.100689655,10,2,725,0.899310345,6,17,5.0,4,0,4,0,623,0,100.0,4,0
1,-1,2,0.0,0,0.0,5.25,0.0,3,0.0,-1,1,0.0,8,2,1,1.0,8,13,6.0,4,0,4,0,482936,0,100.0,3,1
1,1406,5,0.0,1,0.0,6.333333333,0.092592593,2,0.0,3708,1,0.365384615,9,3,52,0.634615385,8,17,6.5,6,1,4,2,52251,4,76.19047619,4,1
0,0,2,0.0,1,0.125,11.5,0.0,2,0.0,-1,0,0.093023256,20,3,172,0.906976744,0,27,0.0,2,0,0,0,0,3,88.88888889,3,0
0,764,5,3.47826087,1,0.191666667,5.333333333,0.0,2,0.0,5079,1,0.76433121,9,3,157,0.23566879,6,17,5.0,6,0,3,2,97457,5,16.66666667,5,0
0,292,3,90.47619048,0,0.666666667,11.0,0.0,2,0.0,4455,1,0.107142857,16,6,28,0.892857143,0,27,0.0,2,0,0,0,780526,1,66.66666667,2,0
0,240,5,46.66666667,1,0.111111111,6.5,0.0,2,0.0,8891,1,0.046551724,10,3,580,0.953448276,0,18,0.0,2,0,0,0,0,4,75.0,3,0
1,81,0,100.0,0,0.0,5.4,0.0,2,0.0,284,1,0.0,13,13,4,1.0,5,17,3.5,5,0,2,0,0,0,100.0,5,1
0,230,6,18.18181818,1,0.188679245,6.0,0.074074074,2,0.0,9268,1,0.33974359,16,3,156,0.66025641,12,24,5.125,10,0,2,5,4501,4,23.52941176,6,0
0,4,2,75.0,1,0.333333333,8.0,0.0,2,0.0,1099,1,0.222222222,13,3,27,0.7777777779999999,0,20,0.0,2,0,0,0,357413,5,0.0,3,1
1,257,2,60.0,0,0.0,13.2,0.271604938,1,0.0,2300,1,0.454545455,32,8,22,0.545454545,32,22,16.0,5,0,3,1,0,6,40.0,6,1
0,1050,4,81.25,1,0.0,8.0,0.0,2,0.0,2236,1,0.290322581,12,3,31,0.709677419,10,20,8.333333332999999,5,0,7,2,296839,6,50.0,3,0
0,259,0,100.0,0,0.0,6.444444444,0.012820513,1,0.0,1933,1,0.011764706,10,3,85,0.988235294,10,18,6.428571429,9,0,1,6,0,0,100.0,5,1
0,127,5,0.0,1,0.0,5.0,0.125,2,0.0,2429,1,0.166666667,8,3,18,0.833333333,8,11,5.428571429,9,2,4,1,10149,3,88.88888889,6,1
1,211,0,0.0,0,0.0,4.666666667,0.0,1,0.0,885,1,0.2,7,6,20,0.8,5,18,3.75,6,0,3,1,0,0,80.0,7,1
1,261,0,0.0,0,0.0,7.5,0.0,1,0.0,835,1,0.0,18,18,5,1.0,9,22,6.333333333,10,3,2,1,0,2,0.0,10,1
0,11,4,75.0,1,0.8,6.6,0.0,3,0.0,3276,0,0.1785714289999999,10,3,28,0.8214285709999999,10,15,7.333333333,5,0,4,1,55094,3,76.92307692,3,0
1,297,1,0.0,0,0.0,6.5,0.0,2,0.0,798,1,1.0,12,12,3,0.0,5,15,4.666666667,4,0,4,0,0,0,0.0,4,1
0,0,2,60.0,1,0.5,4.0,0.03125,2,0.043478261,-1,1,0.035087719,8,2,114,0.964912281,0,23,0.0,4,0,0,3,0,3,100.0,3,0
1,223,2,0.0,0,0.0,4.8,0.0,3,0.0,-1,1,0.0,8,8,3,1.0,5,14,4.0,5,0,3,0,0,0,100.0,5,1
1,14,0,100.0,0,0.0,7.833333333,0.194915254,4,0.0,4003,1,0.0,17,3,4,1.0,17,42,7.375,12,0,2,0,5816617,3,100.0,4,1
1,373,5,14.28571429,0,0.230769231,5.0,0.0,2,0.0,7296,1,0.928571429,8,2,14,0.071428571,0,21,0.0,3,0,0,1,0,0,0.0,3,1
0,338,4,0.0,1,0.0,6.571428571,0.0,3,0.0,2584,0,0.040816327,11,3,49,0.959183673,10,19,6.4,7,0,4,2,10718227,3,92.30769231,4,0
0,2918,2,16.66666667,1,0.0,6.0,0.0,2,0.0,3291,1,0.063636364,9,3,220,0.936363636,0,17,0.0,2,0,0,0,1165573,4,79.31034483,3,0
0,218,2,84.44444444,1,0.028776978,4.0,0.0,2,0.0,2704,1,0.09754386,6,3,1425,0.90245614,0,17,0.0,3,0,0,1,3942874,3,17.24137931,3,0
1,331,3,0.0,1,0.411764706,8.25,0.0,3,0.0,6608,1,0.178947368,18,3,95,0.821052632,8,26,6.0,4,0,4,0,5497272,3,25.0,3,0
0,2974,10,0.0,0,0.0,7.875,0.085365854,2,0.0,8348,0,1.0,33,5,10,0.0,33,16,8.666666667000001,8,1,1,0,1,3,0.0,6,1
0,258,5,33.92857143,1,0.073170732,7.5,0.0,2,0.0,7046,1,0.257861635,12,3,159,0.742138365,0,20,0.0,2,0,0,0,1529478,3,80.0,3,0
0,61,5,25.0,1,0.133333333,3.0,0.0,2,0.0,8339,0,0.697674419,3,3,43,0.302325581,0,11,0.0,2,0,0,0,101823,3,26.66666667,3,0
1,269,0,0.0,0,0.0,6.153846154,0.009803922,3,0.0,3384,1,0.0,19,4,0,0.0,19,23,6.2,13,0,2,1,0,3,0.0,9,1
1,481,4,16.21621622,1,0.038461538,6.142857143,0.0,2,0.0,5363,1,0.5,19,3,156,0.5,10,27,4.2,7,0,1,4,85623,3,100.0,3,0
1,913,4,0.0,1,0.0,6.0,0.0,3,0.0,182,1,0.0,10,3,13,1.0,8,18,5.666666667,5,0,3,0,0,5,100.0,3,0
0,231,5,0.0,0,0.0,9.5,0.546666667,4,0.621212121,5613,1,0.0,36,1,0,0.0,0,66,0.0,6,0,0,2,0,2,0.0,3,1
0,157,5,0.0,0,0.0,8.384615385,0.214814815,2,0.0,9339,1,0.0,17,4,0,0.0,17,17,8.818181818,13,0,4,0,21,4,0.0,3,1
0,356,1,0.0,1,0.1,6.5,0.0,2,0.0,-1,1,0.016,10,3,625,0.984,0,18,0.0,2,0,0,0,8731722,3,90.0,3,0
0,1188,3,100.0,0,2.0,4.0,0.0,2,0.0,-1,0,0.000640615,6,2,1561,0.999359385,0,13,0.0,2,0,0,0,0,0,100.0,2,0
1,25,0,100.0,0,0.0,7.769230769,0.1796875,4,0.0,3993,1,0.0,17,3,51,1.0,17,50,7.375,13,0,2,1,5707171,2,100.0,5,1
1,228,5,0.0,0,0.0,5.555555556,0.242857143,5,0.377777778,5616,1,0.0,14,1,0,0.0,6,45,4.666666667,9,0,3,2,0,4,0.0,4,1
1,160,1,0.0,0,0.0,6.5,0.0,1,0.0,2397,1,0.0,11,11,0,0.0,6,15,5.0,4,0,4,0,7613314,1,0.0,6,1
0,3136,6,65.38461538,1,0.260869565,3.727272727,0.140625,2,0.0,7456,0,0.389830508,9,3,59,0.610169492,7,17,3.222222222,11,0,1,5,2997,5,20.0,7,0
0,1879,5,57.14285714,1,0.0,7.5,0.0,2,0.0,8712,0,0.0132158589999999,10,3,227,0.986784141,10,18,8.5,4,0,7,0,3722,3,100.0,4,0
1,181,0,100.0,0,0.0,7.0,0.0,4,0.0,4202,1,0.217391304,8,6,23,0.7826086959999999,0,35,0.0,4,0,0,0,0,1,80.0,2,1
1,192,3,0.0,1,0.0,5.090909091,0.025974026,3,0.153846154,173,1,0.0,8,3,0,0.0,8,13,5.333333333,11,4,2,2,0,3,0.0,8,1
1,564,2,0.0,0,1.0,9.0,0.0,2,0.0,-1,1,0.142857143,16,2,7,0.857142857,0,23,0.0,2,0,0,0,0,3,100.0,3,1
0,2506,6,53.33333333,1,0.0,10.0,0.0,2,0.0,6259,1,0.090032154,17,3,311,0.909967846,10,25,10.0,3,0,10,0,683,4,61.53846154,3,0
1,170,0,100.0,0,0.095238095,8.666666667000001,0.349206349,3,0.37704918,1656,1,0.411764706,32,4,51,0.588235294,32,61,8.666666667000001,12,0,2,4,2576752,5,9.090909091,3,1
1,2975,10,0.0,0,0.0,8.272727273,0.053097345,2,0.0,8347,1,0.655172414,45,4,29,0.344827586,45,15,9.0,11,1,1,1,1,3,33.33333333,7,1
1,228,5,100.0,1,0.0,8.8,0.164779874,12,0.0,5616,1,0.142857143,96,1,21,0.857142857,96,35,8.894736842,80,1,1,20,0,18,50.0,6,1
1,0,6,100.0,1,0.0,5.5,0.031746032,3,0.0,2344,1,0.0,8,4,21,1.0,8,7,5.714285714,8,1,3,2,13667,4,100.0,4,1
1,0,0,100.0,0,0.0,14.46153846,0.3619047620000001,4,0.0,3,1,0.0,64,11,21,1.0,64,14,14.75,13,1,2,0,0,3,100.0,4,1
1,78,2,8.208955224,0,0.752,7.0,0.0,2,0.0,3210,1,0.694444444,10,4,180,0.305555556,0,18,0.0,2,0,0,0,7881300,1,100.0,3,1
1,904,7,61.57894737,0,0.178082192,6.5,0.0,2,0.0,7131,0,0.055555556,13,2,1314,0.944444444,13,16,7.0,6,0,4,0,12,0,100.0,4,0
1,301,0,100.0,1,0.0,6.4,0.0,3,0.0,1525,1,0.0,16,3,42,1.0,5,23,4.333333333,5,1,3,0,0,3,100.0,4,1
1,373,5,11.11111111,0,0.28,20.0,0.222222222,2,0.266666667,7296,1,0.961538462,32,8,26,0.038461538,0,45,0.0,2,0,0,0,0,1,0.0,3,1
1,25,0,100.0,0,0.0,7.769230769,0.0859375,4,0.0,3993,1,0.0,17,3,51,1.0,17,50,7.375,13,0,2,1,5707171,4,100.0,5,1
0,2807,10,100.0,1,0.0,6.666666667,0.0,2,0.0,8517,0,0.611842105,9,3,152,0.388157895,9,16,9.0,3,0,9,0,8,4,26.66666667,3,0
1,169,2,0.0,0,0.0,3.666666667,0.0,2,0.0,561,1,0.0,4,3,0,0.0,0,17,0.0,3,0,0,1,0,0,0.0,3,1
1,114,6,81.25,1,0.111111111,4.888888889,0.111111111,3,0.0,7921,1,0.055900621,7,3,161,0.944099379,7,12,5.285714286,9,0,4,3,5598,4,71.42857143,3,0
1,293,1,0.0,1,0.0,5.75,0.026315789,2,0.0,3437,1,0.0,13,3,0,0.0,5,21,3.5,4,0,2,0,0,3,0.0,5,1
1,657,4,0.0,0,0.0,7.666666667,0.095652174,2,0.206896552,4090,1,0.0,13,6,0,0.0,13,29,7.666666667,12,4,4,2,0,5,0.0,10,1
0,452,5,96.15384615,1,0.0,7.25,0.0,2,0.0,7583,1,0.005,14,3,200,0.995,6,22,6.0,4,0,6,1,969,3,100.0,3,0
1,325,4,18.18181818,1,0.0,4.25,0.0,2,0.0,2232,1,0.064356436,7,3,202,0.935643564,2,21,2.0,4,0,2,1,5487783,3,87.5,4,0
1,146,2,0.0,0,0.0,4.777777778,0.06557377,3,0.235294118,-1,1,0.0,11,2,12,1.0,8,17,4.285714286,9,0,3,0,352415,0,100.0,8,1
0,204,4,6.024096386,0,0.133333333,4.5,0.142857143,1,0.0,2352,1,0.931034483,6,3,145,0.068965517,6,6,6.0,2,0,6,0,2353032,0,10.0,3,1
1,2382,2,100.0,0,0.0,7.8,0.034482759,5,0.05,-1,1,0.0,17,5,4,1.0,5,40,4.0,5,0,3,0,0,2,100.0,4,1
1,340,0,0.0,0,0.0,3.75,0.034482759,3,0.0,755,1,0.0,8,8,9,1.0,3,11,2.333333333,4,0,1,0,0,0,100.0,3,1
1,670,4,21.42857143,0,0.133333333,4.96875,0.0,8,0.0,-1,1,0.115384615,12,12,130,0.884615385,10,18,4.741935484,32,0,2,0,8902890,2,95.65217391,27,1
0,349,5,91.42857143,0,0.666666667,5.571428571,0.053571429,1,0.142857143,5494,0,0.032846715,9,4,274,0.967153285,9,7,5.833333333,7,0,2,0,2583,0,100.0,5,0
1,248,7,100.0,0,0.0,17.0,0.0,2,0.0,5230,1,0.024390244,28,6,41,0.975609756,0,39,0.0,2,1,0,0,0,1,95.23809524,3,1
1,374,5,14.28571429,0,0.846153846,8.0,0.035714286,2,0.047619048,7295,1,0.928571429,8,8,14,0.071428571,0,21,0.0,2,0,0,0,0,0,0.0,2,1
1,618,1,0.0,0,0.0,5.0,0.0,2,0.0,2304,1,0.0,8,5,0,0.0,8,9,5.0,6,0,4,0,10744976,0,0.0,6,1
1,148,2,0.0,0,0.0,5.4,0.0,2,0.0,-1,1,0.0,15,15,0,0.0,5,22,3.0,5,2,2,1,0,2,0.0,6,1
1,339,0,0.0,0,0.0,7.333333333,0.0,2,0.0,2948,1,0.0,13,13,0,0.0,6,17,4.5,3,0,3,0,8035356,2,0.0,3,1
0,334,3,100.0,1,0.0,5.0,0.0,2,0.0,4049,0,0.025,7,3,40,0.975,0,14,0.0,2,0,0,0,488821,3,100.0,3,0
1,38,1,0.0,0,0.0,6.1,0.0,2,0.0,7267,1,0.0,16,16,6,1.0,11,20,5.0,10,3,2,1,0,1,100.0,9,1
0,137,2,92.5,1,0.012195122,3.75,0.0,2,0.0,1699,1,0.485207101,5,2,169,0.514792899,0,21,0.0,4,0,0,2,3985261,3,75.0,3,0
0,0,3,0.0,1,0.0,6.0,0.0,2,0.0,-1,0,0.0,9,3,0,0.0,0,16,0.0,2,0,0,0,651173,3,0.0,3,0
1,120,2,100.0,1,0.0,6.076923077000001,0.048543689,2,0.0,1706,1,0.0,10,2,132,1.0,10,16,6.9,13,2,3,2,4830221,6,100.0,9,1
0,508,8,73.33333333,1,0.0066666669999999,4.571428571,0.0,2,0.0,6066,0,0.610997963,8,3,491,0.389002037,8,12,5.0,7,0,3,3,416,3,3.03030303,4,0
1,295,0,0.0,0,0.0,7.4,0.095744681,3,0.0,800,1,0.75,21,3,8,0.25,9,29,6.25,10,0,3,0,7399431,5,20.0,6,1
1,146,1,0.0,0,0.0,30.4,0.119760479,2,0.0,4967,1,0.333333333,75,2,6,0.666666667,75,12,48.33333333,5,0,6,0,0,4,50.0,4,1
0,341,3,33.33333333,1,0.307692308,3.0,0.0,2,0.0,8067,1,0.139784946,3,3,93,0.8602150540000001,0,10,0.0,2,0,0,0,657137,3,87.09677419,3,0
1,92,3,100.0,1,0.0,5.5,0.0,2,0.0,1734,1,0.111111111,12,3,27,0.8888888890000001,4,20,3.5,4,0,3,0,0,3,90.0,4,1
0,2784,6,88.57142857,1,0.1,5.833333333,0.0,2,0.0,4156,1,0.25974026,10,3,77,0.74025974,7,18,5.5,6,0,4,1,136143,4,0.0,5,0
1,342,1,0.0,0,0.285714286,14.5,0.047619048,2,0.058823529,7327,1,0.067961165,22,7,103,0.932038835,0,34,0.0,2,0,0,0,2247542,1,81.81818182,3,1
0,271,5,0.0,0,0.0,5.0,0.171428571,4,0.0,9956,1,0.0,10,2,0,0.0,10,22,4.916666667,15,0,2,2,18344,1,0.0,9,0
1,0,0,0.0,0,0.0,5.0,0.0,2,0.0,-1,1,1.0,7,4,1,0.0,7,11,5.5,3,0,4,0,0,0,0.0,4,1
1,99,1,0.0,0,0.0,6.088235294,0.241106719,14,0.0,3386,1,0.0,17,7,0,0.0,17,12,6.0606060610000005,34,2,1,0,0,5,0.0,6,1
0,974,4,10.0,1,0.117647059,7.5,0.0,2,0.0,2678,1,0.708333333,12,3,24,0.291666667,0,20,0.0,2,0,0,0,1308664,3,25.0,3,0
0,23,2,50.0,1,1.0,5.5,0.0,2,0.0,2168,1,0.043478261,8,3,69,0.956521739,0,15,0.0,2,0,0,0,994840,3,90.0,3,0
1,0,0,100.0,0,0.0,10.0,0.023809524,2,0.033333333,-1,0,0.019230769,17,9,52,0.980769231,4,30,4.0,3,0,4,0,5471993,0,85.71428571,3,1
1,374,5,33.33333333,0,0.7777777779999999,8.5,0.103448276,2,0.1363636359999999,7295,1,0.9,9,8,10,0.1,0,22,0.0,2,0,0,0,0,0,0.0,2,1
1,139,3,0.0,0,0.0,6.333333333,0.0,4,0.0,4609,1,0.666666667,15,14,6,0.333333333,15,17,5.785714286,15,4,2,1,0,2,50.0,9,1
0,902,7,33.33333333,0,0.5,5.428571429,0.0,2,0.0,7133,0,0.066666667,10,2,90,0.933333333,10,16,5.4,7,0,2,0,12,0,100.0,4,0
1,102,0,0.0,0,0.043478261,5.333333333,0.103448276,1,0.25,264,1,1.0,8,8,23,0.0,5,12,4.0,3,0,3,0,0,1,0.0,4,1
1,138,5,57.99457995,0,0.084942085,5.5,0.0,2,0.0,6072,1,0.055591329,6,5,4659,0.944408671,6,16,5.5,4,0,5,0,14411,0,24.13793103,3,0
0,125,3,0.0,0,0.0,5.666666667,0.0,2,0.0,4623,0,1.0,7,4,1,0.0,7,15,7.0,3,0,7,0,0,0,0.0,4,1
1,236,0,0.0,1,0.0,5.2,0.0,5,0.0,129,1,0.0,8,3,0,0.0,0,34,0.0,5,0,0,0,0,3,0.0,3,1
1,2974,10,0.0,0,0.0,6.1,0.06097561,2,0.0,8348,0,1.0,21,5,10,0.0,21,16,6.25,10,1,1,0,1,2,0.0,6,1
0,700,1,71.42857143,1,0.014925373,7.0,0.0,2,0.0,4412,1,0.5775862070000001,11,3,116,0.422413793,0,19,0.0,2,0,0,0,771758,4,25.92592593,3,0
1,153,2,100.0,1,0.0,6.0,0.0,3,0.0,-1,1,0.0,15,3,4,1.0,4,23,3.0,4,0,2,0,0,4,100.0,3,1
0,967,4,0.0,1,0.090909091,6.4,0.0,2,0.0,3416,0,0.127906977,11,3,86,0.872093023,8,19,6.0,5,0,4,1,2457973,3,42.85714286,4,0
1,374,5,14.28571429,0,0.230769231,8.0,0.0,2,0.0,7295,1,0.928571429,8,8,14,0.071428571,0,30,0.0,3,0,0,1,0,0,0.0,3,1
0,258,5,11.11111111,1,0.04,4.5,0.0,3,0.0,5585,1,0.280898876,8,3,89,0.719101124,8,16,4.166666667,8,0,2,4,0,4,41.66666667,3,0
1,225,0,50.0,0,0.125,34.72727273,0.121287129,2,0.0,505,1,0.470588235,301,7,17,0.529411765,301,11,37.5,11,7,3,1,0,6,0.0,6,1
1,952,3,0.0,0,0.0,6.444444444,0.038461538,3,0.0,7083,1,1.0,15,9,1,0.0,15,25,5.428571429,9,0,2,0,17964,2,0.0,5,1
1,0,1,0.0,0,0.0,11.0,0.144927536,2,0.0,7240,1,0.0,25,4,0,0.0,13,33,8.666666667000001,5,0,3,1,0,0,0.0,4,1
0,1174,5,4.651162791,1,0.446428571,4.0,0.0,2,0.0,6495,0,0.434108527,6,3,129,0.565891473,4,14,3.5,4,0,3,1,7361,4,50.0,4,0
1,364,0,100.0,0,0.0,6.833333333,0.0,2,0.0,1,1,0.045454545,14,4,22,0.954545455,12,23,5.75,6,0,3,1,0,1,88.88888889,5,1
0,1049,8,25.0,0,0.363636364,7.0,0.0,2,0.0,5159,1,0.523809524,8,6,21,0.476190476,0,19,0.0,2,0,0,0,4880613,0,28.57142857,2,0
0,285,1,52.38095238,1,0.166666667,9.0,0.0,2,0.0,1540,1,0.230769231,15,3,52,0.7692307690000001,0,23,0.0,2,0,0,0,794756,3,100.0,2,0
1,0,2,0.0,0,0.0,8.0,0.0,2,0.0,-1,1,0.0,15,8,0,0.0,15,15,8.0,6,3,2,1,0,1,0.0,6,1
