google_index,page_rank,nb_hyperlinks,web_traffic,nb_www,domain_age,ratio_extHyperlinks,longest_word_path,phish_hints,ratio_intHyperlinks,safe_anchor,ratio_digits_url,longest_words_raw,length_hostname,links_in_tags,avg_word_path,length_words_raw,char_repeat,domain_registration_length,ratio_extRedirection,shortest_word_host,ratio_digits_host,nb_slash,shortest_word_path,domain_in_title,nb_dots,nb_hyphens,avg_words_raw,status
1,0,86,0,0,2308,0.034883721,12,0,0.965116279,0.0,0.028169014,13,20,90.90909091,6.333333333,7,3,249,0.0,13,0.0,5,3,1,3,0,7.285714286,1
1,1,103,491854,0,7062,0.067961165,13,1,0.932038835,0.0,0.036363636,13,30,81.81818182,7.5,5,0,242,0.285714286,5,0.066666667,4,2,1,3,1,7.8,1
1,5,22,68260,0,-1,0.0,31,1,1.0,100.0,0.066666667,31,18,100.0,10.75,10,1,0,0.0,3,0.0,4,2,1,3,0,10.0,1
0,2,0,2482377,1,8777,0.0,8,0,0.0,0.0,0.01010101,8,25,0.0,4.583333333,16,4,353,0.0,3,0.0,6,1,1,4,8,4.5625,0
1,7,0,632001,0,2520,0.0,29,0,0.0,0.0,0.142857143,29,7,0.0,9.25,5,3,36,0.0,4,0.142857143,4,1,1,1,0,8.2,1
1,5,21,0,0,5616,0.80952381,9,0,0.19047619,25.0,0.016666667,12,29,0.0,4.75,8,1,228,0.176470588,1,0.034482759,6,1,1,4,0,5.125,1
0,5,301,1407,1,4200,0.016611296,8,0,0.983388704,87.87878788,0.047619048,8,14,90.90909091,6.0,5,4,2373,0.0,3,0.142857143,3,4,1,3,1,5.4,0
1,2,166,10269929,0,533,0.837349398,40,4,0.162650602,0.909090909,0.193277311,40,23,23.52941176,10.38888889,20,12,198,0.107913669,4,0.0,12,2,1,2,1,10.25,1
1,1,68,51291,1,2568,0.544117647,18,0,0.455882353,15.90909091,0.081967213,18,22,100.0,6.5,22,5,353,0.216216216,8,0.0,5,1,1,4,1,6.681818182000001,1
0,7,17,285,1,7419,1.0,10,0,0.0,0.0,0.0,10,13,0.0,4.113636364,46,4,1346,0.0,3,0.0,3,1,0,2,43,4.108695652,0
0,8,45,0,0,5159,0.5555555560000001,1,0,0.444444444,0.0,0.0,10,21,28.57142857,1.0,3,1,1050,0.0,6,0.0,3,1,1,2,0,5.666666667,0
0,10,108,1,0,8346,0.12962963,7,0,0.87037037,11.11111111,0.0,7,15,66.66666667,4.166666667,8,2,2975,0.285714286,4,0.0,5,2,0,3,0,4.375,1
0,3,25,2010529,1,5673,0.44,13,0,0.56,22.22222222,0.0,16,24,71.42857143,10.5,4,4,514,0.181818182,3,0.0,5,8,1,2,0,10.0,0
1,1,0,0,0,-1,0.0,10,0,0.0,0.0,0.0,10,17,0.0,6.25,6,1,238,0.0,4,0.0,4,4,1,2,0,6.166666667,0
0,5,169,0,0,7296,0.408284024,0,0,0.591715976,70.99236641,0.0,13,26,11.11111111,0.0,2,1,373,0.5072463770000001,8,0.0,2,0,1,2,0,10.5,0
0,3,59,0,1,-1,0.627118644,0,0,0.372881356,36.73469388,0.0,7,17,50.0,0.0,2,3,0,0.135135135,3,0.0,3,0,0,3,0,5.0,0
0,5,92,2605916,0,7298,0.869565217,0,0,0.130434783,21.73913043,0.0,15,28,0.0,0.0,2,0,371,0.55,8,0.0,3,0,1,2,0,11.5,0
1,3,52,2500970,1,5250,0.115384615,11,0,0.884615385,79.31034483,0.0,11,19,100.0,7.375,11,3,229,0.5,3,0.0,3,3,1,3,7,6.545454545,0
0,1,0,0,0,4736,0.0,2,0,0.0,0.0,0.0,14,17,0.0,2.0,2,0,2963,0.0,14,0.0,4,2,1,1,0,8.0,1
0,3,117,0,1,3927,0.0,15,0,1.0,100.0,0.0,15,16,100.0,15.0,3,4,91,0.0,3,0.0,4,15,0,2,0,8.666666667000001,0
1,0,3,0,0,5521,0.333333333,75,2,0.666666667,0.0,0.251533742,75,9,100.0,19.71428571,8,5,322,0.0,5,0.0,7,3,0,1,2,17.875,1
0,4,54,3833065,1,6646,0.425925926,0,0,0.574074074,17.64705882,0.0,11,19,60.0,0.0,2,3,161,0.217391304,3,0.0,3,0,1,2,0,7.0,0
1,5,22,0,0,5615,0.818181818,7,3,0.181818182,25.0,0.103448276,9,40,0.0,4.5,8,4,228,0.166666667,1,0.15,3,2,1,4,3,5.0,1
1,5,198,7807,0,5590,0.075757576,8,0,0.924242424,91.93548387,0.05,13,22,0.0,3.833333333,8,3,253,0.2,4,0.0,8,1,1,3,0,5.0,0
1,2,30,0,0,5767,0.033333333,32,0,0.966666667,100.0,0.324675325,32,23,100.0,14.66666667,4,5,77,0.0,19,0.0,5,2,1,1,0,15.75,1
0,6,226,682,1,6259,0.123893805,10,0,0.876106195,53.33333333,0.0,17,25,61.53846154,10.0,3,4,2506,0.0,3,0.0,3,10,1,2,0,10.0,0
1,7,0,632751,0,2521,0.0,29,0,0.0,0.0,0.106382979,29,7,0.0,15.0,3,0,35,0.0,4,0.142857143,4,1,1,1,0,11.33333333,1
0,2,59,178033,0,-1,0.084745763,0,0,0.915254237,0.0,0.058823529,7,10,60.0,0.0,1,0,0,0.0,7,0.1,2,0,0,1,0,7.0,0
1,0,21,0,0,111,0.571428571,0,0,0.428571429,0.0,0.351351351,13,28,0.0,0.0,4,0,0,0.75,2,0.464285714,3,0,1,4,0,5.25,1
0,3,374,159206,1,4517,0.045454545,0,0,0.954545455,25.0,0.0,6,15,100.0,0.0,3,3,230,0.117647059,1,0.0,3,0,1,2,1,3.333333333,0
0,1,162,374374,1,1159,0.5555555560000001,0,0,0.444444444,96.66666667,0.0,5,13,20.0,0.0,2,3,301,0.011111111,3,0.0,3,0,1,2,0,4.0,0
0,5,837,14284,0,6074,0.287933094,9,0,0.7120669059999999,46.93333333,0.0,9,18,25.92592593,5.5,6,0,136,0.55186722,5,0.0,4,4,1,2,0,5.833333333,0
1,5,18,0,0,5627,0.444444444,6,0,0.5555555560000001,25.0,0.257575758,14,41,50.0,5.0,8,4,216,0.625,1,0.414634146,4,4,1,6,0,6.0,1
0,3,238,1101455,1,-1,0.978991597,0,0,0.021008403,0.0,0.0,11,18,2.898550725,0.0,2,3,0,0.012875536,3,0.0,3,0,0,2,0,7.0,0
1,4,34,421761,1,3250,0.794117647,5,0,0.205882353,0.0,0.0,5,10,6.25,5.0,5,3,37,0.0,1,0.0,5,5,1,2,1,3.0,1
1,5,0,82896,1,-1,0.0,8,0,0.0,0.0,0.0,8,16,0.0,4.6,7,3,3290,0.0,3,0.0,3,3,0,3,0,4.857142857,0
0,2,5,0,1,-1,0.0,0,0,1.0,100.0,0.0,10,17,100.0,0.0,2,3,0,0.0,3,0.0,3,0,0,2,0,6.5,0
0,4,56,2791701,1,2658,0.125,0,0,0.875,20.0,0.0,15,23,88.23529412,0.0,2,4,263,0.285714286,3,0.0,3,0,1,2,0,9.0,0
1,4,26,0,0,8019,0.884615385,46,0,0.115384615,0.0,0.095588235,46,38,7.692307692000001,8.777777777999999,12,0,381,0.0,2,0.0,7,1,1,2,1,9.25,1
0,3,157,976662,1,3938,0.044585987,0,0,0.955414013,33.33333333,0.0,15,23,82.35294118,0.0,2,4,444,0.285714286,3,0.0,3,0,1,2,0,9.0,0
0,3,21,113447,1,-1,0.857142857,0,0,0.142857143,0.0,0.0,11,22,100.0,0.0,2,3,2605,0.055555556,3,0.0,3,0,1,3,0,7.0,0
1,0,22,0,0,-2,0.818181818,7,3,0.181818182,25.0,0.0,11,14,0.0,5.0,6,1,139,0.166666667,11,0.0,5,2,1,2,1,6.0,1
1,0,24,0,1,-1,0.0,33,0,1.0,100.0,0.159509202,33,39,100.0,13.625,13,5,0,0.0,2,0.153846154,9,3,1,6,0,10.84615385,1
0,2,140,2239561,1,-1,0.042857143,4,0,0.957142857,91.66666667,0.0,10,17,98.27586207,4.0,3,3,0,0.0,3,0.0,4,4,0,2,0,5.666666667,0
1,3,1,17964,0,7083,1.0,200,0,0.0,0.0,0.135338346,200,28,0.0,31.85714286,10,6,952,0.0,5,0.107142857,5,2,1,3,1,24.5,1
1,0,4,0,0,1834,0.0,9,0,1.0,100.0,0.147540984,18,35,100.0,8.0,5,2,357,0.0,5,0.0,4,7,1,4,0,9.0,1
1,1,56,0,1,-1,0.0,8,2,1.0,0.0,0.0,9,18,100.0,4.333333333,5,3,0,0.0,3,0.0,4,2,1,2,1,5.0,1
1,3,41,477134,1,1654,0.5365853660000001,13,0,0.463414634,0.0,0.0,13,11,64.28571429,8.0,6,4,172,0.227272727,3,0.0,5,2,1,2,1,6.5,1
0,5,75,62106,1,4526,0.133333333,0,0,0.8666666670000001,50.0,0.0,14,22,50.0,0.0,2,3,222,0.3,3,0.0,3,0,1,2,0,8.5,0
0,8,214,41,0,6056,0.6775700929999999,9,0,0.322429907,16.89189189,0.076923077,13,17,20.0,7.375,9,0,192,0.020689655,13,0.0,5,4,1,1,5,8.0,0
1,0,0,0,0,-1,0.0,6,0,0.0,0.0,0.018867925,9,12,0.0,2.555555556,10,0,0,0.0,9,0.0,8,1,1,2,0,3.2,1
1,5,18,0,0,5627,0.444444444,8,0,0.5555555560000001,25.0,0.204819277,14,45,50.0,5.0,11,3,217,0.625,1,0.377777778,4,2,1,5,2,5.545454545,1
1,4,0,4422,0,-1,0.0,9,0,0.0,0.0,0.210526316,10,26,0.0,4.375,10,0,2773,0.0,9,0.0,7,2,1,4,0,5.4,0
1,0,13,0,0,1163,0.0,9,4,1.0,100.0,0.0,16,19,100.0,6.333333333,7,2,298,0.0,16,0.0,9,4,1,1,0,7.714285714,1
1,5,11,0,0,7296,1.0,0,0,0.0,0.0,0.0,8,36,0.0,0.0,5,1,373,0.0,3,0.0,3,0,1,2,3,5.6,1
1,0,0,0,0,67,0.0,0,0,0.0,0.0,0.0,10,26,0.0,0.0,3,0,297,0.0,2,0.0,3,0,1,2,1,6.666666667,1
1,0,0,0,0,3460,0.0,7,0,0.0,0.0,0.035714286,7,7,0.0,5.5,3,0,0,0.0,4,0.142857143,5,4,1,1,0,5.0,1
1,5,22,0,0,5615,0.818181818,7,3,0.181818182,25.0,0.054545455,7,36,0.0,4.5,8,3,228,0.166666667,1,0.083333333,3,2,1,4,3,4.5,1
0,3,139,217264,0,8527,0.223021583,0,0,0.776978417,66.66666667,0.0,12,22,87.5,0.0,2,1,605,0.096774194,5,0.0,2,0,1,2,0,8.5,0
0,4,33,115937,0,1485,0.484848485,0,0,0.515151515,0.0,0.0,11,14,33.33333333,0.0,1,0,341,0.1875,11,0.0,3,0,1,1,0,11.0,0
0,2,4,2579543,1,566,0.25,0,0,0.75,0.0,0.0,8,15,100.0,0.0,2,3,37,0.0,3,0.0,3,0,0,2,0,5.5,0
0,0,0,0,1,43,0.0,4,0,0.0,0.0,0.0,8,16,0.0,3.5,4,6,321,0.0,3,0.0,5,3,1,2,0,4.5,1
1,4,18,187079,0,5990,0.166666667,32,0,0.833333333,0.0,0.235294118,32,22,76.92307692,18.0,4,0,220,0.0,8,0.0,4,4,1,2,0,13.25,1
1,0,6,2954670,0,1182,1.0,4,0,0.0,0.0,0.0,16,20,0.0,3.5,5,2,278,0.5,16,0.0,5,3,1,2,0,6.0,1
1,0,0,0,1,5971,0.0,7,0,0.0,0.0,0.075471698,13,21,0.0,5.25,6,5,237,0.0,3,0.0,6,3,1,2,0,6.166666667,1
1,0,51,5707171,0,3993,0.0,17,0,1.0,100.0,0.203389831,17,42,100.0,8.142857142999999,11,3,25,0.0,3,0.0,5,2,1,4,0,8.363636364,1
0,0,19,3513635,0,1891,0.578947368,7,0,0.421052632,50.0,0.0,10,13,70.0,4.4,11,0,300,0.727272727,10,0.0,6,2,1,1,6,4.909090909,0
1,0,46,0,0,-2,0.043478261,14,0,0.956521739,90.90909091,0.040816327,14,9,100.0,9.333333333,4,0,308,0.0,6,0.222222222,5,3,1,1,0,8.5,1
0,8,63,3945616,0,7448,0.8412698409999999,10,0,0.158730159,20.0,0.069565217,10,23,22.72727273,5.916666667,14,2,586,0.056603774,9,0.0,7,2,1,2,8,6.357142857,0
0,4,259,260730,1,8311,0.038610039,0,0,0.961389961,75.0,0.0,5,12,84.21052632,0.0,2,3,100,0.0,3,0.0,3,0,1,2,0,4.0,0
1,0,7,0,0,74,0.142857143,0,0,0.857142857,0.0,0.0,7,27,100.0,0.0,4,0,290,1.0,3,0.0,3,0,1,1,3,5.0,1
1,1,27,0,0,2554,0.074074074,16,1,0.925925926,50.0,0.016949153,16,18,66.66666667,5.8,6,3,1097,0.5,14,0.0,6,2,1,2,0,7.166666667,1
1,0,38,0,1,778,0.578947368,8,3,0.421052632,11.11111111,0.057142857,15,23,42.85714286,5.5,8,3,318,0.227272727,3,0.0,8,2,1,2,1,6.375,1
1,0,4,0,1,273,0.0,14,0,1.0,100.0,0.047619048,14,20,100.0,6.0,13,4,92,0.0,3,0.0,8,3,1,5,2,6.230769231,1
1,2,22,0,0,2300,0.454545455,32,2,0.545454545,60.0,0.304347826,32,22,40.0,8.0,9,3,257,0.0,8,0.0,8,1,1,1,2,8.222222222000001,1
1,0,23,0,0,4202,0.217391304,0,0,0.7826086959999999,100.0,0.0,13,42,80.0,0.0,4,1,181,0.0,7,0.0,2,0,1,4,0,8.75,1
0,6,46,1116,0,12713,0.195652174,10,0,0.804347826,62.5,0.0,10,25,0.0,6.75,7,0,0,1.0,5,0.0,5,3,1,3,1,6.571428571,0
1,3,0,0,1,-1,0.0,7,1,0.0,0.0,0.096774194,9,20,0.0,4.833333333,8,3,136,0.0,3,0.0,7,2,1,3,1,5.125,1
0,3,64,6084468,1,-1,0.015625,5,0,0.984375,93.75,0.0,12,20,0.0,4.5,4,3,250,0.0,3,0.0,3,4,1,3,0,6.0,0
0,4,92,45566,1,-1,0.260869565,0,0,0.739130435,16.0,0.0,15,26,94.11764706,0.0,2,3,193,0.666666667,3,0.0,3,0,1,3,0,9.0,0
1,2,2,0,1,3317,0.5,14,1,0.5,0.0,0.0,14,21,0.0,8.75,6,3,336,1.0,3,0.0,5,3,1,3,0,8.5,1
0,2,134,584195,0,-1,0.067164179,0,0,0.932835821,70.96774194,0.0,5,12,100.0,0.0,1,0,237,0.0,5,0.0,2,0,1,2,0,5.0,0
1,0,4,0,0,1834,0.0,13,0,1.0,100.0,0.1363636359999999,21,44,100.0,13.0,3,2,358,0.0,18,0.204545455,4,13,1,2,0,17.33333333,1
1,0,5,0,1,570,0.0,12,3,1.0,0.0,0.0,12,15,100.0,4.777777778,11,3,465,0.0,3,0.0,9,2,1,3,1,4.818181818,1
1,0,0,0,0,208,0.0,30,0,0.0,0.0,0.188034188,33,78,0.0,30.0,6,2,158,0.0,2,0.128205128,3,30,1,5,0,16.66666667,1
1,0,7,0,0,-1,0.142857143,0,0,0.857142857,0.0,0.0,9,15,100.0,0.0,1,0,232,1.0,9,0.0,2,0,1,1,0,9.0,1
1,1,4,989825,0,-1,0.0,16,3,1.0,100.0,0.021978022,16,19,100.0,6.875,10,31,2285,0.0,7,0.0,8,2,1,2,1,7.0,1
0,4,234,542185,1,-1,0.7264957259999999,6,0,0.273504274,21.21212121,0.095238095,8,16,0.0,4.0,10,6,96,0.311764706,3,0.0,5,2,1,3,4,4.3,0
1,0,51,5707171,0,3993,0.0,17,0,1.0,100.0,0.1796875,17,50,100.0,7.375,13,2,25,0.0,3,0.0,5,2,1,4,1,7.769230769,1
1,1,17,0,0,-1,0.0,5,1,1.0,100.0,0.019230769,18,39,100.0,5.0,3,0,398,0.0,16,0.025641026,3,5,1,2,0,13.0,1
0,0,25,718185,0,1180,0.4,0,0,0.6,50.0,0.0,4,8,55.55555556,0.0,1,0,281,0.4,4,0.0,2,0,0,1,0,4.0,0
0,6,37,2074,1,7650,0.351351351,8,1,0.648648649,0.0,0.0,8,16,77.77777778,7.5,4,3,386,0.7692307690000001,3,0.0,4,7,1,2,0,6.5,0
0,5,437,21772,1,7686,0.098398169,5,0,0.901601831,47.5,0.0,6,14,33.33333333,3.666666667,5,4,349,0.279069767,3,0.0,3,2,0,2,2,4.0,0
1,0,0,0,1,-1,0.0,2,0,0.0,0.0,0.0,7,21,0.0,2.0,4,3,286,0.0,3,0.0,4,2,1,2,1,4.5,1
1,7,4,309382,0,2139,1.0,6,0,0.0,0.0,0.04,7,10,0.0,6.0,2,0,0,0.0,7,0.0,3,6,1,1,0,6.5,1
0,7,570,12,0,7133,0.01754386,13,0,0.98245614,72.22222222,0.0,13,16,100.0,7.666666667,5,1,902,0.3,2,0.0,4,4,0,2,0,6.8,0
0,3,57,7096725,1,1107,0.49122807,0,0,0.50877193,0.0,0.0,16,24,65.21739129999999,0.0,2,3,353,0.285714286,3,0.0,3,0,1,2,0,9.5,0
1,2,0,0,0,-1,0.0,19,0,0.0,0.0,0.409638554,19,16,0.0,7.428571429,8,2,274,0.0,12,0.0,6,1,1,1,4,8.0,1
0,3,6,1512801,1,-1,0.166666667,0,0,0.833333333,50.0,0.0,5,15,100.0,0.0,3,3,0,1.0,2,0.0,3,0,0,2,1,3.333333333,0
0,4,250,4242,1,6071,0.444,7,0,0.556,96.0,0.109589041,8,16,4.545454545,4.333333333,11,5,504,0.18018018,3,0.0,8,2,1,2,4,4.545454545,0
1,1,11,60762,0,1614,0.454545455,0,0,0.545454545,0.0,0.0,8,11,25.0,0.0,1,0,211,0.0,8,0.0,2,0,0,1,0,8.0,1
0,8,116,0,0,7447,0.439655172,0,0,0.560344828,100.0,0.0,11,25,61.53846154,0.0,2,3,587,0.0,9,0.0,3,0,1,2,0,10.0,0
1,1,5,0,0,5661,0.6,5,2,0.4,0.0,0.0,9,12,50.0,4.0,5,0,0,0.0,9,0.0,5,2,1,1,1,5.0,1
1,0,23,0,0,-1,0.0,6,0,1.0,100.0,0.068965517,12,15,100.0,6.0,2,1,298,0.0,12,0.0,3,6,1,1,0,9.0,1
1,0,4,5816617,0,4003,0.0,17,0,1.0,100.0,0.218487395,17,42,100.0,7.375,12,3,14,0.0,3,0.0,5,2,1,4,0,7.833333333,1
1,10,10,1,0,8348,1.0,25,1,0.0,0.0,0.109756098,25,16,0.0,7.285714286,9,2,2974,0.0,5,0.0,6,1,0,2,0,6.888888889,1
1,2,23,0,0,819,0.0,0,0,1.0,100.0,0.085106383,11,39,100.0,0.0,4,0,276,0.0,6,0.102564103,3,0,1,2,2,8.0,1
0,3,144,4640560,1,4824,0.069444444,0,0,0.930555556,57.14285714,0.0,5,19,84.61538462,0.0,3,3,1019,0.0,3,0.0,3,0,0,2,1,4.333333333,0
1,3,67,2294,0,7157,0.059701493,7,0,0.940298507,100.0,0.159090909,8,14,86.66666667,4.75,6,1,149,1.0,2,0.0,5,3,1,3,0,4.833333333,0
1,3,1,17964,0,7083,1.0,6,0,0.0,0.0,0.0,14,30,0.0,5.0,4,1,952,0.0,11,0.0,3,4,1,3,0,8.75,1
1,5,185,11507,1,6900,0.367567568,25,0,0.632432432,13.23529412,0.0,25,21,72.22222222,18.5,4,5,1865,0.014705882,3,0.0,4,12,1,2,0,13.25,0
1,0,0,0,0,-1,0.0,6,0,0.0,0.0,0.25,6,10,0.0,2.666666667,10,0,0,0.0,1,0.7,3,1,1,4,0,2.3,1
0,5,135,7989,0,2688,0.133333333,8,0,0.8666666670000001,40.0,0.040816327,9,13,66.66666667,3.666666667,7,0,233,0.5,9,0.0,6,1,1,1,2,4.428571429,0
1,2,5,0,0,4823,1.0,0,0,0.0,0.0,0.0,10,21,0.0,0.0,3,0,291,0.0,2,0.0,3,0,1,2,1,5.0,1
1,0,120,0,0,1588,0.966666667,11,6,0.033333333,7.142857143,0.031446541,15,19,1.960784314,5.6,21,4,239,0.0,15,0.0,13,1,1,3,2,6.047619048,1
0,1,149,133791,0,1561,0.932885906,0,0,0.067114094,66.66666667,0.0,8,12,55.55555556,0.0,1,0,265,0.0,8,0.0,3,0,1,1,0,8.0,1
1,1,22,0,0,1479,0.181818182,64,2,0.818181818,100.0,0.406091371,64,14,0.0,15.0,12,11,347,0.0,10,0.0,5,2,1,2,0,14.58333333,1
1,0,4,5816617,0,4003,0.0,17,0,1.0,100.0,0.158730159,17,50,100.0,7.375,13,2,15,0.0,3,0.0,4,2,1,4,1,7.769230769,1
0,3,0,282959,1,1556,0.0,0,0,0.0,100.0,0.0,8,16,0.0,0.0,2,3,999,0.0,3,0.0,3,0,0,2,0,5.5,0
0,6,53,9410,1,5408,0.58490566,9,1,0.41509434,47.91666667,0.08988764,9,14,0.0,4.5,14,5,1165,0.35483871,3,0.0,7,2,0,2,8,4.5,0
0,4,123,272349,1,4274,0.146341463,7,0,0.853658537,41.17647059,0.0,8,32,92.0,5.166666667,11,4,109,0.5555555560000001,3,0.0,3,4,1,3,7,5.0,0
0,3,46,1327039,1,6031,0.065217391,0,0,0.934782609,50.0,0.0,13,20,90.0,0.0,2,3,179,0.666666667,3,0.0,3,0,1,2,0,8.0,0
1,5,21,0,0,5616,0.80952381,7,2,0.19047619,25.0,0.088235294,7,37,0.0,4.75,10,1,228,0.176470588,1,0.162162162,4,2,1,5,3,4.7,1
1,0,13,0,0,75,0.153846154,5,1,0.846153846,0.0,0.075,8,23,60.0,4.0,5,1,289,0.0,4,0.130434783,3,3,1,3,1,5.0,1
1,5,105,5703,1,8885,0.085714286,7,0,0.914285714,36.36363636,0.0,13,21,92.85714286,5.25,6,4,246,0.222222222,3,0.0,4,4,1,3,1,6.166666667,0
1,5,15,0,0,7295,1.0,0,0,0.0,0.0,0.108108108,15,28,0.0,0.0,2,0,374,0.0,8,0.142857143,3,0,1,2,0,11.5,1
0,2,11,75385,1,2081,1.0,0,0,0.0,0.0,0.0,11,19,0.0,0.0,2,3,110,0.0,3,0.0,3,0,0,2,0,7.0,0
1,3,8,4365,0,1953,0.875,9,0,0.125,0.0,0.0,9,17,0.0,8.5,4,2,2429,0.0,3,0.0,3,8,1,2,0,7.0,1
1,0,51,5707171,0,3993,0.0,17,0,1.0,100.0,0.1171875,17,50,100.0,7.375,13,4,25,0.0,3,0.0,5,2,1,4,1,7.769230769,1
0,10,71,8,1,8517,0.563380282,11,0,0.436619718,75.0,0.0,11,16,5.555555556,11.0,3,4,2807,0.0,3,0.0,3,11,0,2,0,7.333333333,0
0,4,68,265564,0,7275,0.058823529,8,0,0.941176471,78.94736842,0.0,8,14,100.0,6.0,4,1,30,0.5,4,0.0,3,4,0,2,0,5.25,0
1,0,0,0,0,49,0.0,0,0,0.0,0.0,0.0,11,39,0.0,0.0,5,1,316,0.0,2,0.0,3,0,1,3,2,6.2,1
1,0,9,0,0,-1,0.444444444,0,0,0.5555555560000001,0.0,0.0,14,31,50.0,0.0,2,1,149,0.0,12,0.0,3,0,1,2,0,13.0,1
0,5,209,0,0,7298,0.330143541,0,0,0.669856459,18.36734694,0.0,11,24,33.33333333,0.0,2,0,371,0.565217391,8,0.0,3,0,1,2,0,9.5,0
1,1,43,0,0,612,0.023255814,6,0,0.976744186,80.0,0.0,8,12,100.0,6.0,2,1,119,0.0,8,0.0,4,6,0,1,0,7.0,1
1,5,24,0,0,7802,0.75,0,0,0.25,0.0,0.0,11,19,20.0,0.0,2,1,517,0.0,4,0.0,3,0,1,2,0,7.5,1
0,4,323,123397,1,4205,0.049535604,0,0,0.950464396,50.0,0.0,22,30,76.66666667,0.0,2,3,542,0.125,3,0.0,3,0,1,2,0,12.5,0
1,6,486,771,1,9226,0.055555556,7,1,0.944444444,30.76923077,0.025,7,13,90.69767442,5.666666667,5,3,1831,0.148148148,3,0.0,4,3,0,2,1,5.0,0
1,0,1,0,0,238,1.0,3,0,0.0,0.0,0.0,13,16,0.0,3.0,2,0,0,0.0,13,0.0,4,3,1,2,0,8.0,1
0,3,117,466636,1,8579,0.256410256,0,0,0.7435897440000001,51.72413793,0.0,8,18,20.0,0.0,2,3,0,0.066666667,3,0.0,3,0,0,3,0,5.5,0
0,6,149,2816511,1,1141,0.463087248,0,0,0.536912752,18.18181818,0.0,8,16,13.33333333,0.0,2,3,320,0.028985507,3,0.0,3,0,1,2,0,5.5,0
1,0,7,0,1,216,0.142857143,39,0,0.857142857,0.0,0.197530864,39,37,100.0,7.608695652000001,27,11,149,1.0,5,0.054054054,8,1,1,2,16,7.592592592999999,1
1,5,35,0,0,7297,0.857142857,8,0,0.142857143,12.5,0.12,8,20,10.0,4.5,6,1,372,0.133333333,7,0.0,5,2,1,3,0,5.5,1
0,6,86,112,1,6017,0.941860465,5,0,0.058139535,100.0,0.0,6,14,0.0,5.0,3,3,193,0.024691358,3,0.0,4,5,0,2,0,4.666666667,0
0,5,103,136316,1,5822,0.621359223,9,0,0.378640777,0.0,0.0,18,26,11.11111111,5.5,6,6,22,0.0,3,0.0,5,2,1,2,2,7.166666667,0
1,5,22,0,0,5626,0.818181818,17,0,0.181818182,25.0,0.055555556,17,39,0.0,7.666666667,9,2,218,0.277777778,1,0.102564103,3,3,1,5,2,5.888888889,1
1,2,30,0,0,5756,0.033333333,32,0,0.966666667,100.0,0.272727273,32,23,100.0,14.66666667,4,3,87,0.0,19,0.0,5,2,1,1,0,15.75,1
0,5,29,33089,1,5313,0.206896552,0,0,0.793103448,100.0,0.0,13,21,33.33333333,0.0,2,3,530,0.0,3,0.0,3,0,1,2,0,8.0,0
1,5,13,0,0,7295,0.923076923,0,0,0.076923077,16.66666667,0.029411765,14,27,0.0,0.0,2,0,374,0.833333333,8,0.037037037,2,0,1,2,0,11.0,1
0,1,33,8669000,0,3180,0.03030303,8,0,0.96969697,90.0,0.0,8,11,100.0,8.0,2,0,107,1.0,7,0.0,3,8,0,1,0,7.5,0
0,2,5,0,1,2756,0.4,0,0,0.6,0.0,0.0,19,27,100.0,0.0,2,3,166,0.5,3,0.0,3,0,1,2,0,11.0,0
0,5,28,0,0,7298,0.7142857140000001,0,0,0.285714286,83.33333333,0.0,19,32,0.0,0.0,2,0,371,0.1,8,0.0,3,0,1,2,0,13.5,0
1,2,11,5403,0,2634,1.0,0,0,0.0,0.0,0.0,13,24,0.0,0.0,2,1,2479,0.0,7,0.0,3,0,1,2,0,10.0,1
1,5,21,0,0,5614,0.80952381,0,0,0.19047619,25.0,0.0,7,38,0.0,0.0,6,3,229,0.176470588,1,0.0,3,0,1,4,2,4.833333333,1
1,2,22,0,1,2300,0.454545455,32,2,0.545454545,60.0,0.255102041,32,26,40.0,8.142857142999999,10,4,257,0.0,3,0.0,9,2,1,2,2,7.8,1
0,1,201,0,0,-1,0.024875622,0,0,0.975124378,93.61702128,0.0,4,13,94.59459459,0.0,2,0,0,0.0,3,0.0,3,0,1,1,1,3.5,0
0,6,97,14668,0,5415,0.226804124,7,0,0.773195876,21.42857143,0.0,11,30,82.75862069,3.666666667,9,1,429,0.363636364,6,0.0,4,1,1,1,7,5.1111111110000005,0
1,0,13,0,0,4698,0.153846154,4,0,0.846153846,0.0,0.0,10,14,60.0,4.0,3,3,50,0.0,10,0.0,4,4,1,1,0,6.0,1
1,0,163,0,0,-1,0.754601227,3,0,0.245398773,29.62962963,0.45,3,12,4.081632653,2.25,8,0,0,0.024390244,1,0.75,3,1,1,3,0,2.25,1
1,0,45,8687032,0,614,0.0,0,0,1.0,0.0,0.19047619,7,13,100.0,0.0,2,3,117,0.0,1,0.307692308,3,0,1,2,0,4.0,1
0,4,213,343984,1,4744,0.20657277,8,0,0.79342723,23.25581395,0.0,9,19,33.33333333,5.666666667,5,3,5,0.386363636,3,0.0,5,4,0,3,1,5.8,0
1,5,83,0,0,5613,0.5301204820000001,4,0,0.469879518,56.92307692,0.098039216,7,34,0.0,4.0,9,1,231,0.363636364,1,0.147058824,3,4,1,5,3,3.5555555560000003,1
0,4,44,12559,1,-1,0.590909091,2,0,0.409090909,77.77777778,0.0,5,19,22.22222222,2.0,5,3,-1,0.076923077,3,0.0,5,2,1,2,1,3.4,0
